years_to_retire,salary,investment_amount_per_month,current_savings,monthly_expenses,debt,number_of_dependents,city,goal_savings
35,67900,19900.0,916291,36300.0,61671,4,Delhi,8858000.0
23,93000,13000.0,1095368,64800.0,424249,0,Hyderabad,4504000.0
17,15800,4100.0,991667,9000.0,237113,3,Bangalore,1786000.0
26,175600,30500.0,1212785,94400.0,283087,0,Chennai,10254000.0
8,162300,40700.0,1845870,88400.0,302621,2,Delhi,5558000.0
29,144600,19200.0,1664370,91200.0,400968,4,Jaipur,8013000.0
26,32000,5600.0,1025980,18800.0,288056,3,Chennai,2686000.0
10,119000,34400.0,230362,59900.0,333848,5,Lucknow,4153000.0
26,117800,24900.0,1256906,61000.0,332057,3,Bangalore,8638000.0
34,20700,4100.0,985185,11700.0,33990,0,Ahmedabad,2575000.0
7,133600,33500.0,1811605,70400.0,260932,4,Bangalore,4485000.0
4,38600,7100.0,650309,19500.0,404453,3,Jaipur,974000.0
11,162300,32200.0,90107,110100.0,126771,4,Lucknow,4129000.0
29,113100,24000.0,1951272,70900.0,483026,0,Lucknow,9887000.0
25,182200,54300.0,1376122,104800.0,303330,4,Pune,16854000.0
21,91900,24000.0,521114,64100.0,203781,0,Ahmedabad,6268000.0
10,70700,7600.0,1246834,49400.0,207024,5,Jaipur,2113000.0
9,59100,15200.0,799197,37900.0,95647,5,Hyderabad,2359000.0
24,155900,31300.0,626094,94600.0,472859,3,Kolkata,9191000.0
35,65600,9600.0,871085,40800.0,331631,4,Kolkata,4702000.0
35,105600,28600.0,60452,65600.0,314254,5,Pune,11474000.0
18,110400,17000.0,235392,61000.0,22437,2,Lucknow,3724000.0
32,31900,5200.0,650898,19500.0,346379,1,Hyderabad,2548000.0
24,79900,9000.0,222756,41700.0,293234,1,Pune,2686000.0
23,148800,44000.0,272294,76600.0,207479,1,Bangalore,11811000.0
32,154000,39900.0,577369,86100.0,411811,3,Chennai,15135000.0
12,29800,3900.0,598539,16500.0,377109,5,Kolkata,1132000.0
13,88000,17400.0,1475439,57900.0,61213,2,Delhi,4055000.0
23,115300,19300.0,1737423,59200.0,59308,4,Mumbai,6799000.0
25,158500,16900.0,516145,80600.0,456926,2,Ahmedabad,5333000.0
35,113300,32300.0,677768,66300.0,218887,3,Mumbai,13567000.0
30,49200,13200.0,1978266,31600.0,319411,4,Lucknow,6493000.0
17,44500,13200.0,950314,30900.0,90345,5,Hyderabad,3509000.0
20,44800,6700.0,1878892,25000.0,315309,1,Jaipur,3407000.0
25,57000,13700.0,1756562,29000.0,52736,4,Jaipur,5662000.0
22,125800,15600.0,1511527,83600.0,351085,1,Pune,5425000.0
13,85800,16000.0,1591274,53800.0,20699,3,Chennai,3963000.0
19,21800,5900.0,983134,14600.0,18555,2,Pune,2261000.0
12,55800,5700.0,976034,28500.0,352485,5,Hyderabad,1756000.0
19,85800,16800.0,774334,46400.0,5847,4,Kolkata,4414000.0
12,129100,24100.0,526187,87900.0,217585,1,Lucknow,3824000.0
9,120700,28800.0,228283,80900.0,430283,1,Delhi,3184000.0
7,193100,28500.0,1044117,113900.0,123483,5,Bangalore,3319000.0
28,114300,15400.0,1896390,77000.0,337515,2,Pune,6813000.0
14,166200,38200.0,1716944,107400.0,235128,3,Lucknow,7815000.0
31,81300,18600.0,1495888,53800.0,110568,1,Hyderabad,8070000.0
19,171100,42800.0,1248437,93700.0,355394,1,Mumbai,10520000.0
16,166400,24900.0,212195,92100.0,357349,3,Delhi,4755000.0
5,148900,15400.0,548686,97400.0,27480,4,Bangalore,1427000.0
35,181800,50100.0,149270,122000.0,440316,4,Hyderabad,20142000.0
12,183000,25900.0,1281643,120200.0,449358,0,Lucknow,4825000.0
25,54200,10000.0,1379153,29200.0,354585,2,Ahmedabad,4230000.0
21,163600,31700.0,536192,112000.0,456336,1,Chennai,8126000.0
23,28100,3900.0,250004,19500.0,318251,3,Hyderabad,1273000.0
16,44800,9100.0,1258435,22900.0,36956,3,Lucknow,2919000.0
14,165900,46900.0,911501,112500.0,71287,5,Jaipur,8398000.0
31,70100,10800.0,1364950,45700.0,17376,0,Kolkata,5182000.0
5,160800,32800.0,1812951,86600.0,313671,3,Bangalore,3683000.0
35,124400,20100.0,1480954,67400.0,130836,0,Mumbai,9502000.0
23,24800,7300.0,1495552,13600.0,51981,2,Chennai,3410000.0
29,46600,6700.0,1299391,23700.0,222616,5,Kolkata,3515000.0
11,153600,18700.0,57259,86400.0,82142,4,Jaipur,2403000.0
18,76900,9900.0,1252087,50900.0,405270,3,Chennai,3284000.0
12,65200,11300.0,1700072,35400.0,151026,4,Mumbai,3246000.0
9,55200,11600.0,711183,30200.0,32031,1,Jaipur,1902000.0
10,112800,26400.0,124605,72800.0,241048,2,Mumbai,3135000.0
17,135200,28700.0,258534,87400.0,282382,5,Mumbai,5821000.0
7,142400,40000.0,1775370,82600.0,248814,2,Delhi,4968000.0
13,159700,27500.0,1465253,106700.0,204223,4,Delhi,5541000.0
9,118700,28800.0,1106920,68000.0,19767,2,Pune,4062000.0
27,187600,28800.0,967376,102200.0,244907,2,Lucknow,9833000.0
2,198600,46900.0,1525744,108900.0,261829,0,Lucknow,2595000.0
5,152000,43300.0,673200,83700.0,105768,1,Bangalore,3142000.0
29,80700,23900.0,1558716,43100.0,229322,0,Bangalore,9461000.0
19,142600,35100.0,1980381,74500.0,284357,4,Pune,9584000.0
8,106000,30600.0,913995,56100.0,44752,1,Bangalore,3705000.0
1,117200,27700.0,650118,64000.0,100072,3,Kolkata,966000.0
22,95300,27900.0,484534,62300.0,371577,2,Ahmedabad,7483000.0
17,137000,38300.0,109543,72300.0,72527,2,Jaipur,7533000.0
7,179000,21700.0,1459163,105500.0,269492,1,Bangalore,3191000.0
25,100400,19600.0,1980764,53100.0,430567,0,Hyderabad,7568000.0
4,154500,26200.0,1722982,90000.0,118141,3,Lucknow,2918000.0
6,135200,14300.0,1296403,71700.0,147007,1,Jaipur,2275000.0
31,198100,38300.0,459505,111700.0,149933,4,Pune,13997000.0
19,192600,25000.0,1013482,100300.0,139304,3,Pune,6429000.0
27,195800,21000.0,1709487,128300.0,363,2,Lucknow,8174000.0
10,61500,11600.0,399370,31300.0,116977,3,Ahmedabad,1722000.0
26,190300,27900.0,166091,129600.0,285605,1,Lucknow,8437000.0
19,160100,46000.0,772170,104300.0,96218,5,Jaipur,10737000.0
3,71700,18800.0,511504,43600.0,213607,5,Bangalore,1155000.0
13,130700,38100.0,176260,71800.0,155239,2,Delhi,5824000.0
28,156700,43300.0,1943515,81200.0,373869,5,Pune,15767000.0
20,26700,6600.0,1028438,17700.0,42849,1,Delhi,2533000.0
28,95800,21000.0,1666742,59100.0,402776,1,Delhi,8371000.0
8,80700,9100.0,882445,47300.0,14950,0,Pune,1712000.0
1,119700,18300.0,848719,71700.0,265871,4,Hyderabad,1057000.0
3,171200,41500.0,1106710,99800.0,237144,0,Lucknow,2526000.0
13,163800,29500.0,724226,96800.0,103300,4,Kolkata,5097000.0
28,109700,18100.0,1808159,58900.0,219079,4,Mumbai,7587000.0
25,32400,3900.0,53547,20600.0,191833,3,Ahmedabad,1165000.0
33,41400,4700.0,310013,22900.0,277143,2,Mumbai,2078000.0
6,146100,20700.0,1402753,82400.0,4114,2,Chennai,2819000.0
32,19000,5100.0,1675527,11400.0,17530,2,Pune,3536000.0
21,139000,32300.0,1477518,96900.0,10560,4,Pune,9211000.0
16,95400,16000.0,903097,56300.0,324010,4,Bangalore,3822000.0
21,154300,17300.0,118735,82400.0,318913,3,Chennai,4261000.0
11,32800,4500.0,1211697,20700.0,126610,1,Lucknow,1776000.0
35,15600,3000.0,1113656,8400.0,89175,1,Bangalore,2311000.0
19,130100,17000.0,575220,88100.0,3004,3,Kolkata,4258000.0
20,95200,24000.0,1413157,61400.0,430533,0,Delhi,6886000.0
18,78100,20100.0,1348550,40000.0,49228,0,Delhi,5474000.0
14,90000,11500.0,1408027,50000.0,462631,3,Jaipur,3244000.0
15,58400,14300.0,1515670,32700.0,255325,1,Ahmedabad,3961000.0
31,63900,12900.0,1021755,43000.0,177456,1,Ahmedabad,5581000.0
1,133000,38900.0,890153,88400.0,470729,0,Delhi,1334000.0
3,105200,27100.0,721908,70800.0,193358,2,Chennai,1649000.0
16,30200,6600.0,1419978,21100.0,466318,4,Chennai,2624000.0
23,156700,34600.0,991509,96000.0,317764,0,Jaipur,10065000.0
11,190300,25800.0,115882,97600.0,41698,3,Lucknow,3352000.0
12,138300,38500.0,1433834,83700.0,147352,2,Kolkata,6701000.0
10,162800,34500.0,1064049,98200.0,386340,2,Mumbai,4998000.0
32,74700,16000.0,1801651,44500.0,65805,2,Chennai,7639000.0
16,145100,31200.0,423342,72900.0,36979,1,Chennai,6115000.0
8,74100,11500.0,1407686,39100.0,4243,2,Hyderabad,2457000.0
12,82000,21500.0,1627692,44300.0,164363,1,Ahmedabad,4569000.0
24,93200,25400.0,1019685,62900.0,80908,5,Chennai,7970000.0
28,144700,22800.0,329238,75900.0,8676,4,Ahmedabad,7608000.0
8,123100,23200.0,340872,72300.0,203909,5,Jaipur,2457000.0
28,77100,10500.0,214808,47800.0,222137,1,Lucknow,3567000.0
26,125100,18500.0,186721,68700.0,373878,0,Lucknow,5671000.0
8,95500,16000.0,719707,53000.0,457920,4,Lucknow,2179000.0
28,162800,45600.0,1803554,105400.0,69124,0,Bangalore,16361000.0
28,130200,29300.0,215858,86100.0,208810,1,Pune,9570000.0
27,104000,22600.0,1970962,66700.0,197432,1,Ahmedabad,8928000.0
17,147300,42600.0,1316687,101700.0,478592,1,Mumbai,9574000.0
9,190900,49300.0,1872698,106300.0,489712,3,Chennai,6932000.0
33,34800,3600.0,1285487,24400.0,271264,3,Jaipur,2640000.0
20,102600,12800.0,1466135,52500.0,131643,2,Delhi,4385000.0
13,59300,8900.0,1261329,32900.0,23714,0,Hyderabad,2581000.0
28,156600,25200.0,1111897,94400.0,165131,5,Chennai,9157000.0
29,45300,12100.0,484488,25800.0,468132,5,Chennai,4485000.0
13,19700,5000.0,1769906,10400.0,276868,1,Jaipur,2511000.0
35,43200,5600.0,1652186,28300.0,400855,3,Mumbai,3887000.0
6,121700,25200.0,309291,67200.0,211304,0,Lucknow,2033000.0
18,102600,12500.0,1984415,64400.0,449388,3,Delhi,4550000.0
5,110500,14900.0,831106,70800.0,162236,2,Delhi,1681000.0
25,173100,25700.0,187085,91000.0,290758,5,Ahmedabad,7513000.0
2,183100,51500.0,900929,93500.0,326385,2,Mumbai,2075000.0
10,142200,24600.0,1086968,98800.0,2001,3,Pune,3892000.0
30,196400,55600.0,930804,129100.0,279239,4,Kolkata,19949000.0
5,115000,28800.0,203182,66200.0,484871,2,Jaipur,1845000.0
33,104500,26100.0,831821,67400.0,157842,3,Chennai,10652000.0
1,162900,42500.0,1180266,105700.0,396428,0,Chennai,1665000.0
18,30800,3700.0,96239,20200.0,2241,5,Ahmedabad,856000.0
32,141500,37200.0,1703871,93800.0,68447,1,Pune,15276000.0
11,175900,26500.0,226159,104300.0,382882,5,Chennai,3550000.0
21,20000,5900.0,1233175,11400.0,396070,1,Chennai,2646000.0
26,20100,5400.0,1779794,11600.0,37250,1,Kolkata,3381000.0
25,167300,50100.0,1173071,99000.0,164641,3,Jaipur,15454000.0
22,113900,32700.0,1154374,64000.0,198537,0,Pune,9357000.0
27,140500,24200.0,1773876,75800.0,128611,2,Hyderabad,9224000.0
13,64400,18600.0,1048333,41900.0,198397,3,Hyderabad,3805000.0
33,179800,29900.0,742685,121600.0,247482,1,Hyderabad,11993000.0
34,145300,33700.0,967068,98100.0,297103,2,Ahmedabad,14031000.0
35,111500,29400.0,965915,62400.0,323088,5,Mumbai,12698000.0
1,144900,25600.0,1503285,76200.0,337069,3,Kolkata,1795000.0
21,53700,7600.0,1949345,31800.0,165196,0,Kolkata,3769000.0
6,77900,21700.0,656594,42400.0,440632,0,Delhi,2141000.0
28,66800,8100.0,599380,39500.0,480143,2,Pune,3185000.0
17,73400,12700.0,370712,45200.0,30633,0,Lucknow,2832000.0
5,134100,27900.0,402516,89100.0,313962,2,Lucknow,1993000.0
31,98500,25700.0,1709558,64900.0,129569,5,Ahmedabad,10793000.0
5,129500,35500.0,1298189,65200.0,477108,0,Kolkata,3322000.0
3,21000,4200.0,1820798,10800.0,292863,5,Lucknow,1964000.0
23,48400,10400.0,1434244,33600.0,275604,5,Kolkata,4162000.0
10,15400,4200.0,1076894,8700.0,229268,3,Mumbai,1556000.0
10,57300,11100.0,1543745,38700.0,454323,2,Lucknow,2809000.0
19,98200,20800.0,430722,53100.0,471496,2,Hyderabad,4937000.0
17,77500,8000.0,500534,52000.0,381876,0,Hyderabad,2051000.0
21,166300,48300.0,1690277,85300.0,131212,5,Delhi,13255000.0
14,160000,34100.0,601134,84900.0,37578,2,Kolkata,6044000.0
9,55200,13600.0,225956,36500.0,104089,4,Chennai,1622000.0
1,37900,5700.0,1174932,25600.0,162809,1,Pune,1240000.0
13,90500,20900.0,1233903,54300.0,191523,2,Ahmedabad,4332000.0
4,180500,34700.0,1843290,97200.0,109395,0,Mumbai,3426000.0
1,142100,17400.0,1177759,91400.0,204497,2,Hyderabad,1376000.0
32,117800,31300.0,1009257,61700.0,430458,0,Pune,12429000.0
34,22000,5900.0,864394,13900.0,363033,1,Ahmedabad,3152000.0
28,78400,8800.0,445871,49100.0,125062,4,Kolkata,3255000.0
31,128900,23000.0,688686,76600.0,145292,5,Hyderabad,8818000.0
8,23700,3700.0,598943,14800.0,362397,5,Pune,936000.0
26,182200,37000.0,245705,115500.0,16570,2,Delhi,11214000.0
34,122500,24200.0,1273071,75200.0,489745,1,Jaipur,10654000.0
3,41000,9500.0,1330923,21200.0,150348,0,Jaipur,1656000.0
12,69300,10400.0,1002578,35600.0,271965,2,Pune,2426000.0
1,66200,9600.0,427555,46200.0,88493,2,Hyderabad,537000.0
5,121900,29800.0,514321,80900.0,210062,1,Jaipur,2213000.0
30,28900,8500.0,65119,16700.0,36783,4,Ahmedabad,2973000.0
30,185500,53700.0,892100,121000.0,260691,2,Jaipur,19260000.0
17,42500,11000.0,1214552,21300.0,247360,2,Pune,3347000.0
23,77800,8800.0,664897,46600.0,48887,0,Hyderabad,2973000.0
15,44500,6600.0,1127492,22300.0,296542,4,Jaipur,2256000.0
21,131200,31200.0,1471488,77600.0,81159,3,Mumbai,8942000.0
14,184500,29400.0,1187182,119400.0,556,4,Mumbai,5880000.0
2,164700,29400.0,139539,100100.0,293471,5,Kolkata,810000.0
11,189200,55000.0,353892,106500.0,329142,1,Mumbai,7252000.0
34,187300,22000.0,957718,122900.0,208845,0,Lucknow,9486000.0
34,187800,51100.0,1781146,122300.0,55289,5,Bangalore,21590000.0
18,67300,7400.0,666060,44600.0,469996,1,Jaipur,2185000.0
30,105500,17700.0,536465,65300.0,320643,1,Pune,6591000.0
15,84800,17900.0,300149,54900.0,279120,0,Bangalore,3362000.0
27,76900,13200.0,231235,51100.0,378189,0,Bangalore,4295000.0
34,24400,7100.0,1795724,14200.0,54507,4,Chennai,4548000.0
33,160300,32200.0,91438,95700.0,205444,4,Ahmedabad,12207000.0
24,110100,27200.0,232088,68900.0,296036,2,Chennai,7675000.0
15,42100,10100.0,815653,25100.0,328214,4,Bangalore,2543000.0
30,66300,17700.0,554166,34600.0,188139,3,Hyderabad,6608000.0
17,157800,43000.0,1480484,110300.0,254799,3,Pune,9815000.0
5,141200,27300.0,542060,95700.0,64314,3,Bangalore,2098000.0
29,137300,37400.0,63478,91200.0,280414,3,Mumbai,12430000.0
4,169900,39200.0,1776983,115700.0,242258,3,Jaipur,3565000.0
10,91100,21600.0,1808701,50100.0,413124,1,Kolkata,4271000.0
17,22000,3000.0,1353393,14500.0,384756,3,Jaipur,1935000.0
10,173000,25800.0,1267207,95900.0,368386,3,Kolkata,4209000.0
17,127900,30400.0,1141966,86600.0,134093,2,Chennai,7034000.0
20,74900,11500.0,1255441,39900.0,449010,5,Pune,3878000.0
24,74900,14800.0,494503,51500.0,491086,2,Lucknow,4544000.0
5,26800,5300.0,1507369,15800.0,55103,1,Hyderabad,1810000.0
34,199800,29300.0,1499057,112700.0,179999,1,Bangalore,12857000.0
6,127900,27300.0,759043,87400.0,250824,5,Pune,2627000.0
2,176200,37500.0,432118,116800.0,154539,0,Bangalore,1287000.0
13,31400,4000.0,801928,20200.0,368105,2,Mumbai,1395000.0
11,129400,22800.0,748230,77500.0,380468,1,Hyderabad,3608000.0
23,158800,27500.0,617207,89600.0,314059,4,Mumbai,7829000.0
16,77800,16500.0,1433170,41300.0,416404,0,Hyderabad,4443000.0
31,121600,30400.0,625889,84400.0,456003,0,Mumbai,11371000.0
11,175300,18200.0,461555,103900.0,366830,2,Hyderabad,2744000.0
16,27500,3500.0,686228,18500.0,122744,5,Chennai,1325000.0
8,96900,15500.0,922929,57800.0,89900,3,Jaipur,2337000.0
4,47800,12500.0,751333,29200.0,204838,4,Chennai,1321000.0
4,193800,38000.0,1048721,115000.0,441893,1,Kolkata,2782000.0
25,24300,4900.0,1637894,16800.0,267122,2,Kolkata,3035000.0
3,88500,16100.0,1007485,47800.0,125755,4,Lucknow,1558000.0
32,79100,14500.0,358102,40200.0,483559,2,Chennai,5648000.0
3,38700,11400.0,1053613,23800.0,299912,3,Delhi,1444000.0
27,172100,48100.0,898813,95900.0,331538,2,Pune,15706000.0
29,110700,27100.0,1546852,62600.0,280217,2,Ahmedabad,10507000.0
32,23700,3900.0,1460543,16300.0,155294,0,Kolkata,2883000.0
19,41200,8400.0,620279,28100.0,347292,0,Ahmedabad,2440000.0
21,139100,33100.0,940971,71600.0,245786,0,Hyderabad,8866000.0
5,60900,10900.0,113799,42500.0,13501,1,Delhi,735000.0
18,16000,3300.0,108808,8900.0,320739,2,Mumbai,786000.0
28,125700,16200.0,628932,65000.0,84554,1,Mumbai,5801000.0
22,93500,11100.0,86420,50700.0,376507,4,Mumbai,2871000.0
21,113500,15100.0,1528559,76000.0,343532,1,Jaipur,5144000.0
6,164800,41400.0,854435,111400.0,341448,3,Pune,3687000.0
1,47000,6500.0,741711,26700.0,393342,4,Hyderabad,816000.0
5,70600,20100.0,1556163,44200.0,208915,5,Chennai,2702000.0
12,106200,18400.0,390303,57700.0,498219,1,Delhi,2908000.0
26,32800,4400.0,1001677,17500.0,488896,2,Ahmedabad,2306000.0
34,132700,35200.0,1313662,91900.0,123018,1,Chennai,14959000.0
14,178200,34100.0,117740,119500.0,416449,2,Mumbai,5561000.0
26,198200,35200.0,1821972,135100.0,378218,4,Kolkata,12257000.0
27,79000,13100.0,1894868,53400.0,256872,4,Lucknow,5928000.0
9,82400,13700.0,1804180,55600.0,241624,4,Jaipur,3210000.0
26,95300,22200.0,1425219,56700.0,217951,3,Mumbai,8006000.0
22,168200,35000.0,864499,110100.0,194922,2,Ahmedabad,9644000.0
30,17400,3400.0,525983,10600.0,229000,1,Delhi,1689000.0
17,18300,3500.0,146566,9400.0,336552,1,Kolkata,825000.0
26,46700,6000.0,1452286,24600.0,370852,0,Hyderabad,3231000.0
1,39400,10500.0,1545870,22600.0,156682,1,Pune,1666000.0
8,180200,51400.0,1681966,101700.0,455587,4,Ahmedabad,6370000.0
35,164700,42900.0,1640579,101600.0,90853,1,Mumbai,18760000.0
15,92700,17600.0,1809101,52800.0,10473,4,Ahmedabad,4819000.0
22,106000,31200.0,1241748,62600.0,150740,5,Bangalore,9068000.0
14,32500,7300.0,882220,19000.0,30939,5,Mumbai,2047000.0
26,192200,49000.0,710509,111300.0,275885,5,Ahmedabad,15236000.0
28,164000,40700.0,921077,98200.0,5827,4,Kolkata,13914000.0
23,138600,33500.0,1715100,92700.0,120887,1,Kolkata,10500000.0
14,48800,11100.0,63536,29700.0,151241,3,Chennai,1835000.0
24,127000,18100.0,1022851,84300.0,327410,2,Pune,5976000.0
2,178900,28400.0,641303,96300.0,305031,5,Mumbai,1289000.0
26,139500,38700.0,674549,85000.0,157294,0,Mumbai,12147000.0
14,145000,19700.0,542851,93100.0,52146,1,Delhi,3687000.0
7,169200,22100.0,512602,97300.0,446145,0,Mumbai,2276000.0
3,91100,14300.0,1943986,60300.0,464127,1,Kolkata,2433000.0
23,185000,31900.0,319843,115600.0,362353,4,Kolkata,8685000.0
18,86100,18100.0,619901,43200.0,401111,1,Hyderabad,4335000.0
35,105900,23400.0,1987425,70300.0,452234,1,Jaipur,11325000.0
15,119400,30800.0,54915,63800.0,93716,5,Kolkata,5323000.0
25,75100,8600.0,1745341,50400.0,230930,4,Hyderabad,4197000.0
28,195800,27700.0,1589941,126800.0,203911,4,Hyderabad,10433000.0
10,62600,12600.0,385390,40200.0,184699,1,Hyderabad,1822000.0
17,99300,14900.0,56517,63500.0,372172,3,Ahmedabad,2945000.0
22,116200,31900.0,202152,63800.0,400360,5,Jaipur,8204000.0
26,175700,40100.0,1011266,122600.0,211105,3,Ahmedabad,12899000.0
25,51900,10300.0,1641040,32000.0,233816,0,Kolkata,4577000.0
17,25600,2600.0,87509,15700.0,290586,4,Lucknow,591000.0
13,149100,40500.0,978891,98500.0,329687,0,Ahmedabad,6982000.0
20,93200,17900.0,1667416,48800.0,397804,3,Lucknow,5749000.0
25,17900,3700.0,633543,12000.0,202917,0,Ahmedabad,1688000.0
4,192600,46200.0,739216,119600.0,46692,1,Jaipur,2846000.0
10,103500,29800.0,1321566,53400.0,282864,3,Pune,4719000.0
3,199200,26200.0,1579850,120700.0,495154,3,Lucknow,2476000.0
18,40100,4600.0,1911008,27200.0,249509,1,Pune,2855000.0
22,137400,17100.0,208007,93800.0,412439,0,Chennai,4497000.0
34,16200,4000.0,747329,10200.0,457865,0,Delhi,2298000.0
8,92300,11600.0,1608193,55800.0,18696,4,Delhi,2666000.0
19,57700,11600.0,145424,34700.0,446366,4,Lucknow,2658000.0
6,98100,23700.0,1368194,52300.0,86165,3,Lucknow,2990000.0
26,73600,17900.0,1895317,39500.0,3588,5,Delhi,7202000.0
34,166200,30100.0,864739,106500.0,121548,3,Pune,12533000.0
6,153800,36900.0,1259845,98400.0,460933,3,Mumbai,3784000.0
33,51000,14800.0,1638817,25500.0,431668,0,Pune,7207000.0
22,101400,10700.0,1601300,57800.0,174434,4,Pune,4285000.0
21,44600,10400.0,578845,28800.0,407249,0,Ahmedabad,3069000.0
6,16200,3300.0,74862,8600.0,117651,1,Bangalore,301000.0
6,150700,21500.0,1721417,97900.0,154882,1,Jaipur,3192000.0
4,151000,24400.0,1260769,86600.0,328948,2,Jaipur,2374000.0
30,195800,52400.0,1390658,134700.0,53461,1,Delhi,19314000.0
11,131200,28500.0,914785,90000.0,29656,5,Ahmedabad,4489000.0
30,173800,17900.0,1962678,93700.0,97724,3,Hyderabad,8085000.0
31,183800,53900.0,798997,121800.0,382705,5,Kolkata,19850000.0
24,26100,6100.0,374386,14800.0,207094,3,Lucknow,2044000.0
9,33200,6300.0,1602805,19100.0,148546,2,Chennai,2249000.0
3,194000,47000.0,642514,130200.0,82422,0,Chennai,2250000.0
31,77400,10900.0,479340,46700.0,399514,4,Kolkata,4332000.0
24,151800,23100.0,1407862,97700.0,480130,3,Mumbai,7729000.0
31,25000,3300.0,271363,14100.0,90861,2,Jaipur,1438000.0
6,192300,34500.0,1876342,126200.0,76888,5,Lucknow,4236000.0
2,199900,56200.0,382089,129200.0,299593,2,Chennai,1664000.0
20,184700,32800.0,1221683,127700.0,150397,1,Jaipur,8701000.0
28,61000,9600.0,1657144,32800.0,345540,1,Mumbai,4722000.0
11,111800,26900.0,706852,61300.0,142820,4,Ahmedabad,4081000.0
4,151400,41500.0,1601993,105800.0,45130,4,Bangalore,3495000.0
15,181000,26900.0,747831,113500.0,21833,3,Pune,5348000.0
6,92100,24100.0,1832253,48500.0,481229,4,Ahmedabad,3481000.0
30,118300,19000.0,99207,76600.0,306960,1,Mumbai,6598000.0
2,128700,19200.0,516294,68700.0,314550,0,Kolkata,954000.0
15,94600,18400.0,187529,56900.0,371913,5,Chennai,3334000.0
11,91500,10400.0,1823187,63200.0,470252,0,Chennai,3128000.0
8,85700,23300.0,1832840,51700.0,78247,1,Hyderabad,3958000.0
26,117900,32400.0,1459402,73100.0,403857,3,Hyderabad,11064000.0
5,40500,9500.0,835723,23700.0,404559,0,Mumbai,1377000.0
6,49800,8000.0,1561268,33000.0,439793,3,Kolkata,2109000.0
26,137500,18300.0,723344,74000.0,383024,1,Hyderabad,6148000.0
4,174300,41800.0,596030,105100.0,349933,0,Ahmedabad,2502000.0
19,71100,8600.0,1855838,40600.0,293548,4,Ahmedabad,3719000.0
20,146600,26700.0,1506531,98300.0,367877,5,Jaipur,7595000.0
33,57800,6800.0,1827673,34200.0,58416,2,Ahmedabad,4386000.0
20,60300,11200.0,1953123,32900.0,95294,5,Bangalore,4507000.0
12,108100,13700.0,640180,73400.0,497973,0,Jaipur,2515000.0
1,163700,17400.0,1842212,99600.0,278288,1,Hyderabad,2041000.0
26,17100,3200.0,1420732,11400.0,62288,1,Mumbai,2369000.0
14,192900,41200.0,605475,111200.0,270196,1,Chennai,7182000.0
11,156100,29300.0,807342,108000.0,102405,0,Bangalore,4482000.0
13,80300,10900.0,201036,51200.0,392741,5,Bangalore,1817000.0
3,76400,8800.0,1952503,52800.0,64711,3,Kolkata,2254000.0
33,58800,7400.0,1073838,32600.0,234311,4,Lucknow,3858000.0
6,115900,28400.0,519605,71900.0,273547,4,Mumbai,2462000.0
10,122900,12700.0,963932,65800.0,274482,2,Delhi,2412000.0
5,199700,54500.0,1437640,101900.0,7632,0,Delhi,4545000.0
23,111200,29800.0,1335897,58900.0,401551,1,Jaipur,9151000.0
10,88000,24300.0,1401423,57000.0,205551,0,Kolkata,4172000.0
